ZIP,Year,Measure,Female,Male,Percent,Percent.Female,Percent.Male,Total
68152,2019,Under.5.years,223,168,5.9,6.3,5.4,391
68152,2019,X5.to.9.years,259,159,6.3,7.3,5.1,418
68152,2019,X10.to.14.years,189,249,6.6,5.4,8,438
68152,2019,X15.to.19.years,187,192,5.7,5.3,6.2,379
68152,2019,X20.to.24.years,143,152,4.5,4.1,4.9,295
68152,2019,X25.to.29.years,107,81,2.8,3,2.6,188
68152,2019,X30.to.34.years,154,160,4.7,4.4,5.2,314
68152,2019,X35.to.39.years,188,218,6.1,5.3,7,406
68152,2019,X40.to.44.years,210,116,4.9,6,3.7,326
68152,2019,X45.to.49.years,242,235,7.2,6.9,7.6,477
68152,2019,X50.to.54.years,242,206,6.8,6.9,6.6,448
68152,2019,X55.to.59.years,191,228,6.3,5.4,7.3,419
68152,2019,X60.to.64.years,286,222,7.7,8.1,7.2,508
68152,2019,X65.to.69.years,197,202,6,5.6,6.5,399
68152,2019,X70.to.74.years,230,217,6.7,6.5,7,447
68152,2019,X75.to.79.years,145,114,3.9,4.1,3.7,259
68152,2019,X80.to.84.years,99,109,3.1,2.8,3.5,208
68152,2019,X85.years.and.over,233,76,4.7,6.6,2.4,309
68152,2019,Median.age..years.,47.2,45.6,NA,NA,NA,46.1
68152,2020,Total.population,3625,2884,NA,NA,NA,6509
68152,2020,Under.5.years,277,223,7.7,7.6,7.7,500
68152,2020,X5.to.9.years,236,130,5.6,6.5,4.5,366
68152,2020,X10.to.14.years,163,173,5.2,4.5,6,336
68152,2020,X15.to.19.years,177,143,4.9,4.9,5,320
68152,2020,X20.to.24.years,165,128,4.5,4.6,4.4,293
68152,2020,X25.to.29.years,127,53,2.8,3.5,1.8,180
68152,2020,X30.to.34.years,159,174,5.1,4.4,6,333
68152,2020,X35.to.39.years,194,181,5.8,5.4,6.3,375
68152,2020,X40.to.44.years,242,75,4.9,6.7,2.6,317
68152,2020,X45.to.49.years,213,233,6.9,5.9,8.1,446
68152,2020,X50.to.54.years,238,202,6.8,6.6,7,440
68152,2020,X55.to.59.years,240,176,6.4,6.6,6.1,416
68152,2020,X60.to.64.years,292,297,9,8.1,10.3,589
68152,2020,X65.to.69.years,244,235,7.4,6.7,8.1,479
68152,2020,X70.to.74.years,144,166,4.8,4,5.8,310
68152,2020,X75.to.79.years,144,153,4.6,4,5.3,297
68152,2020,X80.to.84.years,113,70,2.8,3.1,2.4,183
68152,2020,X85.years.and.over,257,72,5.1,7.1,2.5,329
68152,2020,Median.age..years.,46.4,47,NA,NA,NA,46.8
68154,2018,Total.population,11352,11802,NA,NA,NA,23154
68154,2018,Under.5.years,655,876,6.6,5.8,7.4,1531
68154,2018,X5.to.9.years,699,655,5.8,6.2,5.5,1354
68154,2018,X10.to.14.years,709,464,5.1,6.2,3.9,1173
68154,2018,X15.to.19.years,488,654,4.9,4.3,5.5,1142
68154,2018,X20.to.24.years,780,893,7.2,6.9,7.6,1673
68154,2018,X25.to.29.years,909,931,7.9,8,7.9,1840
68154,2018,X30.to.34.years,920,1369,9.9,8.1,11.6,2289
68154,2018,X35.to.39.years,524,636,5,4.6,5.4,1160
68154,2018,X40.to.44.years,584,668,5.4,5.1,5.7,1252
68154,2018,X45.to.49.years,555,712,5.5,4.9,6,1267
68154,2018,X50.to.54.years,690,676,5.9,6.1,5.7,1366
68154,2018,X55.to.59.years,924,571,6.5,8.1,4.8,1495
68154,2018,X60.to.64.years,770,811,6.8,6.8,6.9,1581
68154,2018,X65.to.69.years,674,737,6.1,5.9,6.2,1411
68154,2018,X70.to.74.years,585,490,4.6,5.2,4.2,1075
68154,2018,X75.to.79.years,273,248,2.3,2.4,2.1,521
68154,2018,X80.to.84.years,200,230,1.9,1.8,1.9,430
68154,2018,X85.years.and.over,413,181,2.6,3.6,1.5,594
68154,2018,Median.age..years.,39.9,35.5,NA,NA,NA,37.5
68154,2019,Total.population,10914,11117,NA,NA,NA,22031
68154,2019,Under.5.years,630,699,6,5.8,6.3,1329
68154,2019,X5.to.9.years,633,640,5.8,5.8,5.8,1273
68154,2019,X10.to.14.years,555,533,4.9,5.1,4.8,1088
68154,2019,X15.to.19.years,588,611,5.4,5.4,5.5,1199
68154,2019,X20.to.24.years,646,735,6.3,5.9,6.6,1381
68154,2019,X25.to.29.years,898,883,8.1,8.2,7.9,1781
68154,2019,X30.to.34.years,942,1429,10.8,8.6,12.9,2371
68154,2019,X35.to.39.years,509,603,5,4.7,5.4,1112
68154,2019,X40.to.44.years,651,593,5.6,6,5.3,1244
68154,2019,X45.to.49.years,481,660,5.2,4.4,5.9,1141
68154,2019,X50.to.54.years,664,598,5.7,6.1,5.4,1262
68154,2019,X55.to.59.years,849,479,6,7.8,4.3,1328
68154,2019,X60.to.64.years,785,830,7.3,7.2,7.5,1615
68154,2019,X65.to.69.years,724,743,6.7,6.6,6.7,1467
68154,2019,X70.to.74.years,594,507,5,5.4,4.6,1101
68154,2019,X75.to.79.years,255,216,2.1,2.3,1.9,471
68154,2019,X80.to.84.years,196,205,1.8,1.8,1.8,401
68154,2019,X85.years.and.over,314,153,2.1,2.9,1.4,467
68154,2019,Median.age..years.,40.3,35.2,NA,NA,NA,37.6
68154,2020,Total.population,11512,11146,NA,NA,NA,22658
68154,2020,Under.5.years,752,553,5.8,6.5,5,1305
68154,2020,X5.to.9.years,532,771,5.8,4.6,6.9,1303
68154,2020,X10.to.14.years,470,556,4.5,4.1,5,1026
68154,2020,X15.to.19.years,841,588,6.3,7.3,5.3,1429
68154,2020,X20.to.24.years,599,781,6.1,5.2,7,1380
68154,2020,X25.to.29.years,847,942,7.9,7.4,8.5,1789
68154,2020,X30.to.34.years,868,1259,9.4,7.5,11.3,2127
68154,2020,X35.to.39.years,588,694,5.7,5.1,6.2,1282
68154,2020,X40.to.44.years,754,564,5.8,6.5,5.1,1318
68154,2020,X45.to.49.years,577,707,5.7,5,6.3,1284
68154,2020,X50.to.54.years,596,621,5.4,5.2,5.6,1217
68154,2020,X55.to.59.years,727,430,5.1,6.3,3.9,1157
68154,2020,X60.to.64.years,927,802,7.6,8.1,7.2,1729
68154,2020,X65.to.69.years,778,694,6.5,6.8,6.2,1472
68154,2020,X70.to.74.years,633,530,5.1,5.5,4.8,1163
68154,2020,X75.to.79.years,330,184,2.3,2.9,1.7,514
68154,2020,X80.to.84.years,289,267,2.5,2.5,2.4,556
68154,2020,X85.years.and.over,404,203,2.7,3.5,1.8,607
68154,2020,Median.age..years.,41.2,35.9,NA,NA,NA,38.7
68157,2018,Total.population,3202,3218,NA,NA,NA,6420
68157,2018,Under.5.years,198,225,6.6,6.2,7,423
68157,2018,X5.to.9.years,389,159,8.5,12.1,4.9,548
68157,2018,X10.to.14.years,160,259,6.5,5,8,419
68157,2018,X15.to.19.years,154,140,4.6,4.8,4.4,294
68157,2018,X20.to.24.years,209,239,7,6.5,7.4,448
68157,2018,X25.to.29.years,319,349,10.4,10,10.8,668
68157,2018,X30.to.34.years,273,317,9.2,8.5,9.9,590
68157,2018,X35.to.39.years,172,239,6.4,5.4,7.4,411
68157,2018,X40.to.44.years,172,310,7.5,5.4,9.6,482
68157,2018,X45.to.49.years,128,106,3.6,4,3.3,234
68157,2018,X50.to.54.years,161,229,6.1,5,7.1,390
68157,2018,X55.to.59.years,191,109,4.7,6,3.4,300
68157,2018,X60.to.64.years,225,203,6.7,7,6.3,428
68157,2018,X65.to.69.years,168,189,5.6,5.2,5.9,357
68157,2018,X70.to.74.years,116,52,2.6,3.6,1.6,168
68157,2018,X75.to.79.years,74,60,2.1,2.3,1.9,134
68157,2018,X80.to.84.years,18,9,0.4,0.6,0.3,27
68157,2018,X85.years.and.over,75,24,1.5,2.3,0.7,99
68157,2018,Median.age..years.,33.1,33.5,NA,NA,NA,33.3
68157,2019,Total.population,3243,3550,NA,NA,NA,6793
68157,2019,Under.5.years,224,334,8.2,6.9,9.4,558
68157,2019,X5.to.9.years,344,150,7.3,10.6,4.2,494
68157,2019,X10.to.14.years,121,310,6.3,3.7,8.7,431
68157,2019,X15.to.19.years,173,113,4.2,5.3,3.2,286
68157,2019,X20.to.24.years,254,288,8,7.8,8.1,542
68157,2019,X25.to.29.years,304,416,10.6,9.4,11.7,720
68157,2019,X30.to.34.years,315,420,10.8,9.7,11.8,735
68157,2019,X35.to.39.years,187,231,6.2,5.8,6.5,418
68157,2019,X40.to.44.years,158,249,6,4.9,7,407
68157,2019,X45.to.49.years,122,122,3.6,3.8,3.4,244
68157,2019,X50.to.54.years,179,222,5.9,5.5,6.3,401
68157,2019,X55.to.59.years,212,130,5,6.5,3.7,342
68157,2019,X60.to.64.years,201,195,5.8,6.2,5.5,396
68157,2019,X65.to.69.years,181,176,5.3,5.6,5,357
68157,2019,X70.to.74.years,118,68,2.7,3.6,1.9,186
68157,2019,X75.to.79.years,81,73,2.3,2.5,2.1,154
68157,2019,X80.to.84.years,0,29,0.4,0,0.8,29
68157,2019,X85.years.and.over,69,24,1.4,2.1,0.7,93
68157,2019,Median.age..years.,33.5,32.7,NA,NA,NA,33.1
68157,2020,Total.population,3154,3954,NA,NA,NA,7108
68157,2020,Under.5.years,274,308,8.2,8.7,7.8,582
68157,2020,X5.to.9.years,232,115,4.9,7.4,2.9,347
68157,2020,X10.to.14.years,105,323,6,3.3,8.2,428
68157,2020,X15.to.19.years,137,146,4,4.3,3.7,283
68157,2020,X20.to.24.years,183,289,6.6,5.8,7.3,472
68157,2020,X25.to.29.years,432,368,11.3,13.7,9.3,800
68157,2020,X30.to.34.years,294,422,10.1,9.3,10.7,716
68157,2020,X35.to.39.years,185,585,10.8,5.9,14.8,770
68157,2020,X40.to.44.years,166,177,4.8,5.3,4.5,343
68157,2020,X45.to.49.years,142,253,5.6,4.5,6.4,395
68157,2020,X50.to.54.years,195,192,5.4,6.2,4.9,387
68157,2020,X55.to.59.years,195,136,4.7,6.2,3.4,331
68157,2020,X60.to.64.years,162,229,5.5,5.1,5.8,391
68157,2020,X65.to.69.years,173,190,5.1,5.5,4.8,363
68157,2020,X70.to.74.years,110,77,2.6,3.5,1.9,187
68157,2020,X75.to.79.years,109,63,2.4,3.5,1.6,172
68157,2020,X80.to.84.years,5,59,0.9,0.2,1.5,64
68157,2020,X85.years.and.over,55,22,1.1,1.7,0.6,77
68157,2020,Median.age..years.,33.9,35,NA,NA,NA,34.5
68164,2018,Total.population,14988,14155,NA,NA,NA,29143
68164,2018,Under.5.years,1268,1155,8.3,8.5,8.2,2423
68164,2018,X5.to.9.years,811,1111,6.6,5.4,7.8,1922
68164,2018,X10.to.14.years,1014,780,6.2,6.8,5.5,1794
68164,2018,X15.to.19.years,725,816,5.3,4.8,5.8,1541
68164,2018,X20.to.24.years,1009,1056,7.1,6.7,7.5,2065
68164,2018,X25.to.29.years,1339,1234,8.8,8.9,8.7,2573
68164,2018,X30.to.34.years,1488,1473,10.2,9.9,10.4,2961
68164,2018,X35.to.39.years,1034,1109,7.4,6.9,7.8,2143
68164,2018,X40.to.44.years,541,736,4.4,3.6,5.2,1277
68164,2018,X45.to.49.years,885,703,5.4,5.9,5,1588
68164,2018,X50.to.54.years,930,816,6,6.2,5.8,1746
68164,2018,X55.to.59.years,985,1026,6.9,6.6,7.2,2011
68164,2018,X60.to.64.years,1099,781,6.5,7.3,5.5,1880
68164,2018,X65.to.69.years,708,564,4.4,4.7,4,1272
68164,2018,X70.to.74.years,407,394,2.7,2.7,2.8,801
68164,2018,X75.to.79.years,264,224,1.7,1.8,1.6,488
68164,2018,X80.to.84.years,190,99,1,1.3,0.7,289
68164,2018,X85.years.and.over,291,78,1.3,1.9,0.6,369
68164,2018,Median.age..years.,34.3,33.1,NA,NA,NA,33.6
68164,2019,Total.population,15171,14114,NA,NA,NA,29285
68164,2019,Under.5.years,1262,1018,7.8,8.3,7.2,2280
68164,2019,X5.to.9.years,905,1035,6.6,6,7.3,1940
68164,2019,X10.to.14.years,1099,1006,7.2,7.2,7.1,2105
68164,2019,X15.to.19.years,812,870,5.7,5.4,6.2,1682
68164,2019,X20.to.24.years,861,879,5.9,5.7,6.2,1740
68164,2019,X25.to.29.years,1284,1090,8.1,8.5,7.7,2374
68164,2019,X30.to.34.years,1377,1342,9.3,9.1,9.5,2719
68164,2019,X35.to.39.years,1142,1226,8.1,7.5,8.7,2368
68164,2019,X40.to.44.years,532,774,4.5,3.5,5.5,1306
68164,2019,X45.to.49.years,977,806,6.1,6.4,5.7,1783
68164,2019,X50.to.54.years,817,817,5.6,5.4,5.8,1634
68164,2019,X55.to.59.years,1002,934,6.6,6.6,6.6,1936
68164,2019,X60.to.64.years,1066,863,6.6,7,6.1,1929
68164,2019,X65.to.69.years,848,575,4.9,5.6,4.1,1423
68164,2019,X70.to.74.years,495,420,3.1,3.3,3,915
68164,2019,X75.to.79.years,204,218,1.4,1.3,1.5,422
68164,2019,X80.to.84.years,237,122,1.2,1.6,0.9,359
68164,2019,X85.years.and.over,251,119,1.3,1.7,0.8,370
68164,2019,Median.age..years.,34.9,34.2,NA,NA,NA,34.5
68164,2020,Total.population,14893,14231,NA,NA,NA,29124
68164,2020,Under.5.years,1221,1016,7.7,8.2,7.1,2237
68164,2020,X5.to.9.years,849,1031,6.5,5.7,7.2,1880
68164,2020,X10.to.14.years,1046,1195,7.7,7,8.4,2241
68164,2020,X15.to.19.years,672,808,5.1,4.5,5.7,1480
68164,2020,X20.to.24.years,922,990,6.6,6.2,7,1912
68164,2020,X25.to.29.years,1350,1184,8.7,9.1,8.3,2534
68164,2020,X30.to.34.years,1100,1304,8.3,7.4,9.2,2404
68164,2020,X35.to.39.years,1392,1104,8.6,9.3,7.8,2496
68164,2020,X40.to.44.years,644,806,5,4.3,5.7,1450
68164,2020,X45.to.49.years,689,626,4.5,4.6,4.4,1315
68164,2020,X50.to.54.years,880,902,6.1,5.9,6.3,1782
68164,2020,X55.to.59.years,902,877,6.1,6.1,6.2,1779
68164,2020,X60.to.64.years,1022,775,6.2,6.9,5.4,1797
68164,2020,X65.to.69.years,879,612,5.1,5.9,4.3,1491
68164,2020,X70.to.74.years,497,479,3.4,3.3,3.4,976
68164,2020,X75.to.79.years,262,198,1.6,1.8,1.4,460
68164,2020,X80.to.84.years,359,170,1.8,2.4,1.2,529
68164,2020,X85.years.and.over,207,154,1.2,1.4,1.1,361
68164,2020,Median.age..years.,35.8,32.8,NA,NA,NA,34.6
68178,2018,Total.population,886,640,NA,NA,NA,1526
68178,2018,Under.5.years,0,0,0,0,0,0
68178,2018,X5.to.9.years,0,0,0,0,0,0
68178,2018,X10.to.14.years,0,0,0,0,0,0
68178,2018,X15.to.19.years,778,521,85.1,87.8,81.4,1299
68178,2018,X20.to.24.years,108,119,14.9,12.2,18.6,227
68178,2018,X25.to.29.years,0,0,0,0,0,0
68178,2018,X30.to.34.years,0,0,0,0,0,0
68178,2018,X35.to.39.years,0,0,0,0,0,0
68178,2018,X40.to.44.years,0,0,0,0,0,0
68178,2018,X45.to.49.years,0,0,0,0,0,0
68178,2018,X50.to.54.years,0,0,0,0,0,0
68178,2018,X55.to.59.years,0,0,0,0,0,0
68178,2018,X60.to.64.years,0,0,0,0,0,0
68178,2018,X65.to.69.years,0,0,0,0,0,0
68178,2018,X70.to.74.years,0,0,0,0,0,0
68178,2018,X75.to.79.years,0,0,0,0,0,0
68178,2018,X80.to.84.years,0,0,0,0,0,0
68178,2018,X85.years.and.over,0,0,0,0,0,0
68178,2018,Median.age..years.,19.3,19.4,NA,NA,NA,19.3
68178,2019,Total.population,894,644,NA,NA,NA,1538
68178,2019,Under.5.years,0,0,0,0,0,0
68178,2019,X5.to.9.years,0,0,0,0,0,0
68178,2019,X10.to.14.years,0,0,0,0,0,0
68178,2019,X15.to.19.years,780,500,83.2,87.2,77.6,1280
68178,2019,X20.to.24.years,114,127,15.7,12.8,19.7,241
68178,2019,X25.to.29.years,0,0,0,0,0,0
68178,2019,X30.to.34.years,0,0,0,0,0,0
68178,2019,X35.to.39.years,0,0,0,0,0,0
68178,2019,X40.to.44.years,0,0,0,0,0,0
68178,2019,X45.to.49.years,0,0,0,0,0,0
68178,2019,X50.to.54.years,0,0,0,0,0,0
68178,2019,X55.to.59.years,0,0,0,0,0,0
68178,2019,X60.to.64.years,0,0,0,0,0,0
68178,2019,X65.to.69.years,0,17,1.1,0,2.6,17
68178,2019,X70.to.74.years,0,0,0,0,0,0
68178,2019,X75.to.79.years,0,0,0,0,0,0
68178,2019,X80.to.84.years,0,0,0,0,0,0
68178,2019,X85.years.and.over,0,0,0,0,0,0
68178,2019,Median.age..years.,19.3,19.4,NA,NA,NA,19.3
68178,2020,Total.population,841,745,NA,NA,NA,1586
68178,2020,Under.5.years,0,0,0,0,0,0
68178,2020,X5.to.9.years,0,0,0,0,0,0
68178,2020,X10.to.14.years,0,0,0,0,0,0
68178,2020,X15.to.19.years,724,482,76,86.1,64.7,1206
68178,2020,X20.to.24.years,117,218,21.1,13.9,29.3,335
68178,2020,X25.to.29.years,0,28,1.8,0,3.8,28
68178,2020,X30.to.34.years,0,0,0,0,0,0
68178,2020,X35.to.39.years,0,0,0,0,0,0
68178,2020,X40.to.44.years,0,0,0,0,0,0
68178,2020,X45.to.49.years,0,0,0,0,0,0
68178,2020,X50.to.54.years,0,0,0,0,0,0
68178,2020,X55.to.59.years,0,0,0,0,0,0
68178,2020,X60.to.64.years,0,0,0,0,0,0
68178,2020,X65.to.69.years,0,17,1.1,0,2.3,17
68178,2020,X70.to.74.years,0,0,0,0,0,0
68178,2020,X75.to.79.years,0,0,0,0,0,0
68178,2020,X80.to.84.years,0,0,0,0,0,0
68178,2020,X85.years.and.over,0,0,0,0,0,0
68178,2020,Median.age..years.,19.4,19.6,NA,NA,NA,19.5
